first_id|second_id|relationship
415649|415643|WRITER_OF
415650|415643|PRODUCED
415660|416376|PRODUCED
415662|190|HAS_GENRE
415662|179|HAS_GENRE
415662|180|HAS_GENRE
415687|190|HAS_GENRE
415687|179|HAS_GENRE
415687|180|HAS_GENRE
415691|415687|DIRECTED
415820|415591|WRITER_OF
415821|415591|DIRECTED
416067|415662|DIRECTED
416068|415662|WRITER_OF
416069|415662|WRITER_OF
416093|415611|WRITER_OF
416094|415611|DIRECTED
416138|189|HAS_GENRE
416138|181|HAS_GENRE
416148|416138|DIRECTED
416148|416138|PRODUCED
416148|416138|WRITER_OF
416149|416138|PRODUCED
416164|183|HAS_GENRE
416164|179|HAS_GENRE
416164|180|HAS_GENRE
416178|416164|DIRECTED
416252|183|HAS_GENRE
416252|177|HAS_GENRE
416252|190|HAS_GENRE
416252|180|HAS_GENRE
416262|416252|DIRECTED
416262|416252|WRITER_OF
416262|416252|WRITER_OF
416320|190|HAS_GENRE
416320|179|HAS_GENRE
416320|180|HAS_GENRE
416330|416320|DIRECTED
416374|416320|WRITER_OF
416375|416320|WRITER_OF
416376|184|HAS_GENRE
416376|188|HAS_GENRE
416376|180|HAS_GENRE
416384|416376|DIRECTED
416385|416376|DIRECTED
416386|416376|PRODUCED
416448|415628|WRITER_OF
416492|189|HAS_GENRE
416492|177|HAS_GENRE
416492|181|HAS_GENRE
416497|416492|DIRECTED
416511|416492|WRITER_OF
416512|189|HAS_GENRE
416512|181|HAS_GENRE
416520|416512|DIRECTED
416521|416512|WRITER_OF
416522|416512|WRITER_OF
416523|416512|WRITER_OF
416598|182|HAS_GENRE
416598|190|HAS_GENRE
416598|181|HAS_GENRE
416604|416598|WRITER_OF
416605|416598|WRITER_OF
416606|416598|WRITER_OF
416607|416598|WRITER_OF
416608|416598|DIRECTED
